Student_ID,Full_Name,Date_Of_Birth,Gender,Email,Phone,Department_ID,Major,Enrollment_Date,Status,Dropout_Date,total_invoices_count,total_tuition_billed,total_tuition_paid,total_remaining_debt,scholarship_total,late_fee_total,total_payments_count,successful_payments_count,failed_payments_count,avg_payment_amount,payment_completion_rate,payment_failure_rate,has_overdue_debt,target_is_dropped_out,target_high_debt_risk
STU000265,Quý Cô Dương Bùi,1999-11-17,Male,jane46@example.net,0036088979,DEP009,Công nghệ sinh học,2020-01-22,Active,,1,8077000,0,8077000,0,0,0,0,0,0.0,0.0,0.0,1,0,0
STU000266,Phúc Hải Vũ,2002-08-14,Male,abui@example.org,089210977,DEP006,Ngoại ngữ,2024-10-05,Graduated,,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0,0,0
STU000267,Quang Lê,2004-03-06,Female,jane80@example.net,062311870,DEP012,Khoa học dữ liệu,2021-09-23,Dropped Out,2023-02-27,4,78991000,40586000,38405000,27166000,1440000,2,2,0,20293000.0,0.5138054,0.0,1,1,0
STU000268,Tùng Mai Nguyễn,2000-06-27,Female,vdang@example.com,0419255180,DEP012,Khoa học dữ liệu,2021-02-16,Active,,4,64126000,13783000,50343000,2309000,132000,3,3,0,4594333.5,0.21493623,0.0,1,0,0
STU000269,Bảo Trần,2002-12-01,Female,dduong@example.org,0004596721,DEP004,Kinh tế,2023-12-01,Suspended,,3,72396000,22770000,49626000,0,0,3,3,0,7590000.0,0.31452015,0.0,1,0,0
STU000270,Linh Nguyễn,1998-09-16,Male,wtran@example.org,0729402892,DEP005,Luật,2020-01-30,Active,,3,70951000,38442000,37630000,1441000,0,2,2,0,19221000.0,0.5418106,0.0,1,0,0
STU000271,Bác Tú Lê,2003-10-04,Female,zmai@example.com,0935668470,DEP011,Truyền thông,2019-08-16,Active,,1,27982000,34658000,0,0,0,2,2,0,17329000.0,1.2385819,0.0,0,0,0
STU000272,Bác Vũ Lê,1999-04-07,Other,janedang@example.org,001014730,DEP012,Khoa học dữ liệu,2022-08-10,Active,,1,9714000,7744000,1970000,0,0,3,2,0,3999333.2,0.7971999,0.0,1,0,0
STU000273,Quý Cô Khoa Phạm,2003-04-13,Male,john99@example.org,0477146224,DEP008,Kỹ thuật xây dựng,2020-12-12,Active,,2,41150000,36235000,14793000,17722000,0,2,2,0,18117500.0,0.8805589,0.0,1,0,0
STU000274,Cô Vi Lê,1998-01-30,Other,hpham@example.com,0317423472,DEP012,Khoa học dữ liệu,2020-06-22,Active,,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0,0,0
STU000275,Bà Nhật Lê,2007-07-25,Female,janepham@example.net,0788509889,DEP008,Kỹ thuật xây dựng,2021-08-22,Active,,2,24403000,15689000,8714000,23137000,1265000,1,1,0,15689000.0,0.64291275,0.0,1,0,0
STU000276,Vân Vũ,2004-12-29,Male,lejohn@example.net,0875730580,DEP002,Tài chính - Kế toán,2023-10-05,Suspended,,3,49709000,5793000,43916000,0,0,1,1,0,5793000.0,0.11653825,0.0,1,0,0
STU000277,Lâm Bùi,2007-09-13,Male,eduong@example.net,051661989,DEP007,Kỹ thuật điện,2025-08-01,Active,,3,33272000,6047000,27225000,6801000,0,1,1,0,6047000.0,0.18174441,0.0,1,0,0
STU000278,Mai Bùi,2003-07-24,Other,mdang@example.org,0243498263,DEP003,Chưa phân ngành,2020-07-26,Dropped Out,2021-09-03,3,56413000,55335000,2698000,13786000,0,5,4,0,13794600.0,0.9808909,0.0,1,1,0
STU000279,Quang Xuân Lê,2003-06-01,Female,johnduong@example.org,020783133,DEP003,Quản trị kinh doanh,2023-03-09,Graduated,,4,51001000,20611000,30390000,21920000,1465000,4,2,1,10532750.0,0.40412933,0.25,1,0,1
STU000280,Bà Nhật Mai,2007-08-17,Male,jane19@example.org,0783045672,DEP011,Truyền thông,2025-03-11,Dropped Out,2026-04-06,2,28459000,10823000,17636000,1629000,0,3,2,1,4978333.5,0.38030148,0.33333334,1,1,1
STU000281,Hưng Trần,2001-01-20,Other,ebui@example.net,0582702267,DEP007,Kỹ thuật điện,2025-09-06,Active,,3,55106000,6879000,48227000,21150000,1354000,1,1,0,6879000.0,0.12483214,0.0,1,0,0
STU000282,Quý Cô Dương Nguyễn,2000-04-20,Other,tranjane@example.com,0287965997,DEP010,Du lịch - Khách sạn,2022-04-23,Suspended,,3,49327000,18710000,30743000,9322000,1349000,3,3,0,6236666.5,0.37930545,0.0,1,0,0
STU000283,Cô Xuân Nguyễn,1999-07-29,Male,john30@example.com,043160627,DEP012,Khoa học dữ liệu,2025-06-13,Suspended,,3,45671000,30574000,16048000,2260000,3267000,4,3,0,12248750.0,0.66944015,0.0,1,0,0
STU000284,Anh Vũ Trần,2003-03-14,Male,janemai@example.com,040615837,DEP010,Du lịch - Khách sạn,2020-07-13,Graduated,,1,17676000,0,17676000,0,0,0,0,0,0.0,0.0,0.0,1,0,0
STU000285,Thành Phạm,2003-03-03,Other,janele@example.com,0262979185,DEP012,Khoa học dữ liệu,2022-01-08,Active,,2,53608000,104111000,19609000,0,285000,6,6,0,17351834.0,1.9420795,0.0,1,0,0
STU000286,Khoa Xuân Nguyễn,2002-03-26,Male,john45@example.net,0985602840,DEP011,Truyền thông,2021-03-08,Graduated,,3,65684000,75313000,13557000,7198000,4019000,4,4,0,18828250.0,1.1465958,0.0,1,0,0
STU000287,Nhiên Mai,1999-12-26,Other,rvu@example.com,0245406379,DEP009,Công nghệ sinh học,2020-10-04,Active,,1,34459000,0,34459000,0,0,1,0,0,25083000.0,0.0,0.0,1,0,0
STU000288,Kim Đặng,2004-07-27,Other,vduong@example.org,0861698517,DEP001,Công nghệ thông tin,2020-11-17,Dropped Out,2021-03-11,1,16914000,13581000,3333000,1879000,0,1,1,0,13581000.0,0.8029443,0.0,1,1,0
STU000289,Phương Mai,2003-01-09,Other,utran@example.org,0916657935,DEP007,Kỹ thuật điện,2025-08-11,Dropped Out,2027-10-30,3,60359000,38427000,21932000,9452000,0,3,3,0,12809000.0,0.6366408,0.0,1,1,0
STU000290,Bảo Trí Nguyễn,2004-06-06,Male,john57@example.org,0517264826,DEP003,Quản trị kinh doanh,2021-11-09,Active,,1,15668000,26791000,0,5222000,0,3,3,0,8930333.0,1.7099183,0.0,0,0,0
STU000291,Bà Lâm Nguyễn,2005-08-11,Male,john04@example.com,094795466,DEP002,Chưa phân ngành,2020-02-21,Active,,1,22440000,0,22440000,0,1158000,0,0,0,0.0,0.0,0.0,1,0,0
STU000292,Anh Thành Phạm,2003-11-28,Male,dangjane@example.org,094257511,DEP012,Khoa học dữ liệu,2025-07-21,Suspended,,1,5371000,4085000,1286000,5238000,132000,1,1,0,4085000.0,0.760566,0.0,1,0,0
STU000293,Thành Nguyễn,2004-12-27,Male,john90@example.org,039017746,DEP005,Luật,2024-08-02,Active,,3,61069000,56596000,26473000,2123000,901000,5,5,0,11319200.0,0.926755,0.0,1,0,0
STU000294,Quang Đức Phạm,2007-09-16,Male,kvu@example.net,0995329034,DEP003,Quản trị kinh doanh,2020-04-16,Active,,2,41040000,10553000,30487000,12364000,0,2,1,0,16805500.0,0.25713938,0.0,1,0,0
STU000295,Chị Khoa Mai,2002-11-28,Other,ivu@example.org,0346143909,DEP005,Luật,2023-04-30,Graduated,,1,9254000,12959000,0,9254000,0,2,2,0,6479500.0,1.4003674,0.0,0,0,0
STU000296,Linh Dương,1999-02-25,Female,jane21@example.org,0442928692,DEP003,Quản trị kinh doanh,2023-01-28,Suspended,,1,25721000,10471000,15250000,0,0,1,1,0,10471000.0,0.40709925,0.0,1,0,0
STU000297,Bảo Nguyễn,2007-12-13,Female,vtran@example.com,034904803,DEP001,Công nghệ thông tin,2020-10-14,Graduated,,2,53448000,0,53448000,0,1477000,0,0,0,0.0,0.0,0.0,1,0,0
STU000298,Hải Văn Mai,2005-03-29,Female,john69@example.net,0996755334,DEP010,Du lịch - Khách sạn,2020-02-22,Suspended,,3,32050000,14905000,24647000,14825000,626000,3,2,1,6841333.5,0.4650546,0.33333334,1,0,1
STU000299,Hà Lê,2000-12-16,Other,shoang@example.com,085136704,DEP012,Khoa học dữ liệu,2023-09-17,Active,,2,27111000,42935000,0,2062000,0,3,3,0,14311667.0,1.5836746,0.0,0,0,0
STU000300,Bà Thảo Mai,2006-11-22,Male,john58@example.net,023653895,DEP008,Kỹ thuật xây dựng,2023-12-23,Active,,3,56221000,57508000,22843000,0,0,7,5,1,11795143.0,1.0228918,0.14285715,1,0,1
STU000301,Chị Ngọc Phạm,2003-09-03,Other,john55@example.org,001128401,DEP010,Du lịch - Khách sạn,2020-07-17,Active,,3,40506000,15842000,24664000,11519000,668000,3,2,1,6550333.5,0.39110255,0.33333334,1,0,1
STU000302,Chị Lan Bùi,1999-06-24,Other,maijohn@example.org,0134992267,DEP008,Kỹ thuật xây dựng,2025-07-05,Active,,3,51702000,27651000,30909000,12676000,0,3,2,0,15943000.0,0.5348149,0.0,1,0,0
STU000303,Linh Lê,2004-06-28,Female,john05@example.com,0592438168,DEP002,Tài chính - Kế toán,2023-02-13,Active,,4,84189000,48674000,39677000,1900000,1357000,3,3,0,16224667.0,0.5781515,0.0,1,0,0
STU000304,Duyên Nguyễn,2001-02-06,Other,lvu@example.com,000517779,DEP012,Khoa học dữ liệu,2025-01-31,Active,,2,36241000,19218000,17023000,1344000,0,1,1,0,19218000.0,0.5302834,0.0,1,0,0
STU000305,Dương Nguyễn,1998-02-18,Male,vujohn@example.com,093993175,DEP008,Kỹ thuật xây dựng,2022-11-08,Suspended,,1,25870000,20376000,5494000,0,0,1,1,0,20376000.0,0.78763044,0.0,1,0,0
STU000306,Mai Trần,2005-01-24,Female,john23@example.net,0156793216,DEP012,Chưa phân ngành,2020-02-09,Active,,3,62084000,65263000,30900000,5250000,2153000,6,5,0,15410333.0,1.0512048,0.0,1,0,0
STU000307,Phương Thị Vũ,1998-11-16,Other,johnhoang@example.org,0389085852,DEP006,Ngoại ngữ,2024-06-06,Active,,2,46412000,22911000,34562000,1264000,471000,4,3,1,6476750.0,0.49364388,0.25,1,0,1
STU000308,An Đặng,2000-07-24,Male,cbui@example.com,0996380454,DEP012,Khoa học dữ liệu,2020-04-03,Dropped Out,2021-08-14,3,73142000,0,73142000,15203000,928000,0,0,0,0.0,0.0,0.0,1,1,0
STU000309,Nhật Phạm,2003-10-13,Female,jane50@example.net,0061385207,DEP003,Quản trị kinh doanh,2025-06-21,Active,,1,13021000,9443000,3578000,0,0,1,1,0,9443000.0,0.7252131,0.0,1,0,0
STU000310,Bà Vi Vũ,2001-11-02,Male,jtran@example.net,0540475822,DEP003,Quản trị kinh doanh,2023-03-28,Active,,1,23956000,23423000,533000,7985000,0,1,1,0,23423000.0,0.9777509,0.0,1,0,0
STU000311,Khoa Mai Bảo Lê,2002-07-17,Female,jane99@example.com,0581633069,DEP011,Truyền thông,2020-08-11,Active,,1,24504000,0,24504000,2585000,1237000,1,0,0,6140000.0,0.0,0.0,1,0,0
STU000312,Vũ Hoàng,2006-10-11,Other,jane45@example.org,0096303214,DEP012,Khoa học dữ liệu,2023-10-26,Active,,1,8612000,5672000,2940000,0,0,2,1,0,6884500.0,0.6586159,0.0,1,0,0
STU000313,Anh Mai,1998-11-14,Other,tbui@example.net,090813456,DEP007,Kỹ thuật điện,2020-12-30,Active,,6,144669000,80538000,77351000,11932000,0,7,7,0,11505429.0,0.5567053,0.0,1,0,0
STU000314,Kim Phạm,1998-04-17,Other,rdang@example.org,0329256112,DEP011,Truyền thông,2024-05-08,Dropped Out,2024-10-19,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0,1,0
STU000315,Tú Phạm,2003-04-16,Other,lmai@example.net,031312817,DEP003,Quản trị kinh doanh,2020-10-28,Active,,1,6089000,2374000,3715000,6090000,0,1,1,0,2374000.0,0.3898834,0.0,1,0,0
STU000316,Cô Bảo Mai,2006-12-19,Female,apham@example.com,0858747675,DEP002,Tài chính - Kế toán,2024-03-25,Graduated,,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0,0,0
STU000317,Thành Mai,2005-10-13,Male,john17@example.org,0969037516,DEP006,Ngoại ngữ,2021-03-04,Graduated,,3,50347000,20212000,35646000,14700000,1144000,2,2,0,10106000.0,0.4014539,0.0,1,0,0
STU000318,Yến Hoàng,2006-02-14,Other,john88@example.com,0271144746,DEP001,Công nghệ thông tin,2021-02-15,Dropped Out,2023-03-22,1,5203000,3717000,1486000,4918000,285000,1,1,0,3717000.0,0.7143955,0.0,1,1,0
STU000319,Quang Xuân Nguyễn,2005-11-04,Female,fpham@example.org,023873651,DEP011,Truyền thông,2024-12-05,Active,,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0,0,0
STU000320,Bác Hoàng Lê,1999-05-26,Female,johnmai@example.com,0815206197,DEP011,Truyền thông,2022-05-19,Active,,2,34770000,34696000,5649000,10690000,1526000,3,3,0,11565333.0,0.99787176,0.0,1,0,0
STU000321,Dương Bùi,2002-10-31,Female,dle@example.net,099861974,DEP009,Công nghệ sinh học,2023-11-11,Active,,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0,0,0
STU000322,Quý Cô Nhật Trần,1998-09-03,Other,janevu@example.org,024548544,DEP006,Ngoại ngữ,2023-07-06,Dropped Out,2025-11-06,2,48809000,12563000,36246000,1547000,874000,2,1,0,10691000.0,0.25739107,0.0,1,1,0
STU000323,Quý Ông Châu Hoàng,2003-03-01,Female,lmai@example.com,066398636,DEP006,Ngoại ngữ,2025-03-27,Dropped Out,2025-11-17,2,26998000,4525000,22473000,2023000,623000,1,1,0,4525000.0,0.16760501,0.0,1,1,0
STU000324,Quý Cô Vân Trần,2000-11-09,Other,jane17@example.org,0303985880,DEP002,Tài chính - Kế toán,2020-06-10,Active,,2,49969000,8186000,41783000,0,0,2,1,1,14864500.0,0.16382156,0.5,1,0,1
STU000325,Linh Mai,2006-06-25,Other,jane27@example.org,008964722,DEP002,Tài chính - Kế toán,2019-12-02,Active,,4,85572000,98001000,58116000,0,1259000,4,3,0,27321750.0,1.1452461,0.0,1,0,0
STU000326,Kim Nguyễn,2006-10-08,Male,zpham@example.net,040021526,DEP001,Công nghệ thông tin,2022-09-15,Active,,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0,0,0
STU000327,Thành Thế Nguyễn,2003-08-16,Other,john81@example.net,055283265,DEP004,Kinh tế,2024-04-26,Active,,3,23369000,0,23369000,13919000,0,1,0,1,4387000.0,0.0,1.0,1,0,1
STU000328,Bà Bảo Lê,2001-09-26,Other,qhoang@example.com,003799403,DEP004,Kinh tế,2024-07-09,Active,,1,18491000,0,18491000,0,0,1,0,0,16875000.0,0.0,0.0,1,0,0
STU000329,Bác Anh Lê,2004-07-09,Other,wpham@example.org,0640353576,DEP004,Kinh tế,2025-03-03,Active,,2,31963000,45668000,4595000,12960000,0,3,2,0,18251334.0,1.428777,0.0,1,0,0
STU000330,Thành Thế Phạm,2001-04-27,Male,jane51@example.com,031723589,DEP003,Quản trị kinh doanh,2021-06-06,Dropped Out,2022-05-18,3,59354000,60037000,16803000,1928000,0,5,5,0,12007400.0,1.0115073,0.0,1,1,0
STU000331,Cô Lâm Đặng,2002-05-06,Other,fmai@example.net,0328425025,DEP004,Kinh tế,2021-07-07,Suspended,,4,67747000,99398000,13754000,10002000,519000,4,4,0,24849500.0,1.4671941,0.0,1,0,0
STU000332,Hà Hoàng Dương,2000-05-04,Female,kbui@example.org,070942868,DEP005,Luật,2020-10-12,Active,,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0,0,0
STU000333,Tú Hữu Đặng,2003-04-26,Other,qle@example.com,092066826,DEP004,Kinh tế,2025-01-24,Graduated,,1,9019000,0,9019000,0,0,1,0,1,5027000.0,0.0,1.0,1,0,0
STU000334,Bà Xuân Hoàng,2006-11-05,Male,john41@example.org,044830597,DEP007,Kỹ thuật điện,2022-10-19,Active,,1,32682000,22706000,9976000,0,389000,1,1,0,22706000.0,0.6947555,0.0,1,0,0
STU000335,Nhật Hữu Đặng,2002-09-28,Male,buijohn@example.com,0972969809,DEP006,Ngoại ngữ,2020-06-21,Active,,1,27538000,16766000,10772000,0,0,1,1,0,16766000.0,0.6088314,0.0,1,0,0
STU000336,Ông Huy Mai,1999-02-11,Other,janetran@example.org,044785398,DEP004,Kinh tế,2020-08-07,Active,,3,87342000,44526000,43023000,3397000,562000,6,4,2,12154000.0,0.5097891,0.33333334,1,0,1
STU000337,Vi Phạm,2007-05-18,Male,jane22@example.com,0498277140,DEP011,Truyền thông,2022-12-14,Active,,1,8387000,5266000,3121000,2583000,638000,2,2,0,2633000.0,0.62787646,0.0,1,0,0
STU000338,Phúc Hoàng Đặng,1999-07-11,Other,jane54@example.org,0670862164,DEP001,Công nghệ thông tin,2024-11-08,Active,,2,38678000,7546000,31132000,8364000,0,3,1,2,12132333.0,0.19509798,0.6666667,1,0,1
STU000339,Nhật Văn Đặng,2001-10-28,Female,ale@example.net,0711878216,DEP006,Ngoại ngữ,2021-10-07,Active,,3,65345000,0,65345000,8580000,324000,0,0,0,0.0,0.0,0.0,1,0,0
STU000340,Bà Nhật Phạm,2003-05-20,Male,atran@example.org,0639756433,DEP003,Quản trị kinh doanh,2023-08-04,Dropped Out,2025-09-14,2,60143000,130691000,0,2862000,0,7,7,0,18670142.0,2.1730044,0.0,0,1,0
STU000341,Bà Mai Mai,2006-01-01,Female,atran@example.com,0966126150,DEP001,Công nghệ thông tin,2021-11-17,Active,,2,36182000,0,36182000,9418000,0,0,0,0,0.0,0.0,0.0,1,0,0
STU000342,Bảo Hoàng Nguyễn,2000-12-05,Female,etran@example.com,0626943376,DEP002,Tài chính - Kế toán,2021-10-13,Active,,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0,0,0
STU000343,Minh Xuân Vũ,2006-11-25,Female,dnguyen@example.org,0529905030,DEP006,Ngoại ngữ,2020-04-14,Active,,2,59682000,44122000,15560000,0,2435000,2,2,0,22061000.0,0.7392849,0.0,1,0,0
STU000344,Trung Lê,2001-10-03,Other,john54@example.com,0096610487,DEP012,Khoa học dữ liệu,2025-05-27,Graduated,,1,10903000,0,10903000,3634000,0,1,0,0,4544000.0,0.0,0.0,1,0,0
STU000345,Nhiên Trí Đặng,2003-02-14,Female,jane18@example.com,047189694,DEP002,Tài chính - Kế toán,2022-10-15,Active,,3,45639000,13182000,32457000,14993000,771000,2,1,1,11162000.0,0.28883192,0.5,1,0,1
STU000346,Quý Ông Dũng Phạm,2001-09-14,Other,john24@example.org,0916117943,DEP006,Ngoại ngữ,2021-08-11,Active,,1,21227000,15319000,5908000,2359000,0,2,2,0,7659500.0,0.7216752,0.0,1,0,0
STU000347,Mai Mai,2000-08-09,Male,janebui@example.com,0345090266,DEP003,Quản trị kinh doanh,2025-01-22,Active,,2,43601000,17665000,25936000,4845000,0,2,2,0,8832500.0,0.40515125,0.0,1,0,0
STU000348,Tùng Trí Đặng,2007-10-27,Female,john78@example.net,004252981,DEP011,Truyền thông,2022-07-14,Suspended,,2,23759000,10959000,14998000,7292000,2828000,2,2,0,5479500.0,0.46125677,0.0,1,0,0
STU000349,Quý Cô Chi Lê,2005-07-04,Other,fvu@example.com,0734782948,DEP012,Khoa học dữ liệu,2024-12-16,Active,,3,42288000,33627000,19999000,0,2480000,4,3,1,10516750.0,0.7951901,0.25,1,0,1
STU000350,Bảo Hữu Lê,1998-11-09,Other,john26@example.net,0279749934,DEP012,Khoa học dữ liệu,2025-04-05,Graduated,,1,22821000,5948000,16873000,7338000,806000,2,1,1,12573500.0,0.26063713,0.5,1,0,1
STU000351,Thành Mai,2001-06-01,Female,jane58@example.net,041536730,DEP003,Quản trị kinh doanh,2022-12-18,Active,,2,35160000,9687000,25473000,21255000,0,1,1,0,9687000.0,0.27551195,0.0,1,0,0
STU000352,Hưng Quang Bùi,2005-12-26,Male,john88@example.org,082307061,DEP007,Kỹ thuật điện,2024-06-04,Dropped Out,2026-08-04,3,48085000,23831000,24254000,4996000,324000,3,2,1,9546333.0,0.49560153,0.33333334,1,1,1
STU000353,Hưng Trí Nguyễn,2007-08-15,Other,john90@example.net,0010466873,DEP010,Du lịch - Khách sạn,2019-08-11,Active,,3,56645000,49130000,22532000,4478000,749000,4,4,0,12282500.0,0.8673316,0.0,1,0,0
STU000354,Huy Thị Hoàng,2000-02-17,Female,jane75@example.org,0248153657,DEP008,Kỹ thuật xây dựng,2019-09-22,Graduated,,2,45225000,16512000,28713000,4590000,0,2,2,0,8256000.0,0.3651078,0.0,1,0,0
STU000355,Bà Vi Vũ,2003-11-03,Male,jane24@example.net,0780068513,DEP003,Quản trị kinh doanh,2022-06-15,Dropped Out,2024-08-19,4,54695000,36134000,38006000,21537000,1751000,3,2,1,13560667.0,0.6606454,0.33333334,1,1,1
STU000356,Dũng Lê,2004-10-03,Female,jane33@example.com,083159055,DEP008,Kỹ thuật xây dựng,2024-07-02,Active,,3,61078000,2393000,58685000,2144000,0,1,1,0,2393000.0,0.03917941,0.0,1,0,0
STU000357,Quý Cô Lâm Mai,1998-01-02,Female,oduong@example.org,077878275,DEP003,Quản trị kinh doanh,2020-08-06,Graduated,,1,32440000,0,32440000,0,0,0,0,0,0.0,0.0,0.0,1,0,0
STU000358,An Hoàng,1999-02-26,Other,mtran@example.com,0982556803,DEP004,Kinh tế,2019-11-16,Dropped Out,2021-03-19,2,35227000,9712000,25515000,0,0,1,1,0,9712000.0,0.27569762,0.0,1,1,0
STU000359,Ông Vũ Dương,2005-12-15,Male,snguyen@example.net,0834185139,DEP003,Quản trị kinh doanh,2024-04-02,Active,,5,83249000,17124000,66125000,19982000,0,3,3,0,5708000.0,0.20569617,0.0,1,0,0
STU000360,Nhật Thị Trần,1998-07-08,Female,jane52@example.com,0802714686,DEP006,Ngoại ngữ,2021-06-04,Active,,1,27764000,19333000,8431000,0,0,1,1,0,19333000.0,0.6963334,0.0,1,0,0
STU000361,Nhiên Phạm,2004-10-01,Male,jane88@example.org,0872262900,DEP007,Kỹ thuật điện,2021-12-06,Active,,1,27951000,22084000,5867000,0,1448000,1,1,0,22084000.0,0.79009694,0.0,1,0,0
STU000362,Quý Ông Trọng Nguyễn,2002-03-12,Other,zvu@example.com,0443589280,DEP011,Truyền thông,2023-09-09,Graduated,,1,10317000,17082000,0,0,249000,3,2,0,7433333.5,1.6557139,0.0,0,0,0
STU000363,Cô Nhật Trần,2004-10-07,Other,spham@example.org,0493134330,DEP009,Công nghệ sinh học,2021-09-09,Active,,2,45002000,33489000,11513000,3353000,0,2,2,0,16744500.0,0.7441669,0.0,1,0,0
STU000364,Kim Hữu Hoàng,2004-06-16,Female,wtran@example.net,016342941,DEP010,Du lịch - Khách sạn,2020-10-25,Active,,2,36312000,20660000,15652000,0,0,1,1,0,20660000.0,0.5689579,0.0,1,0,0
STU000365,Ông Quang Mai,2007-05-20,Female,john68@example.net,0856022622,DEP005,Luật,2021-07-29,Active,,2,42606000,4319000,38287000,3574000,0,1,1,0,4319000.0,0.1013707,0.0,1,0,0
STU000366,Nhật Vũ,2000-12-09,Female,jane36@example.org,0156392060,DEP007,Kỹ thuật điện,2025-03-11,Graduated,,1,13707000,6921000,6786000,0,0,1,1,0,6921000.0,0.5049245,0.0,1,0,0
STU000367,Bác Nam Dương,1998-09-27,Male,kle@example.org,068833670,DEP003,Quản trị kinh doanh,2020-05-11,Dropped Out,2022-05-05,2,33370000,12636000,20734000,1575000,1651000,3,2,0,6658666.5,0.37866348,0.0,1,1,0
STU000368,Hạnh Phạm,2003-07-25,Male,dangjane@example.net,0347650303,DEP009,Công nghệ sinh học,2022-06-28,Dropped Out,2024-06-02,3,43804000,21776000,22912000,6161000,0,3,3,0,7258666.5,0.49712354,0.0,1,1,0
STU000369,Cô Chi Hoàng,1998-08-19,Other,xmai@example.org,002763023,DEP006,Ngoại ngữ,2025-03-05,Active,,3,63104000,59589000,16474000,10281000,678000,6,6,0,9931500.0,0.9442983,0.0,1,0,0
STU000370,Ông Khoa Lê,2004-04-01,Other,john09@example.org,0258136583,DEP008,Kỹ thuật xây dựng,2022-05-30,Active,,2,36963000,6516000,30447000,9756000,655000,2,1,1,11736000.0,0.17628439,0.5,1,0,1
STU000371,Quý Ông Dũng Nguyễn,2000-05-02,Female,john77@example.org,0221358287,DEP002,Tài chính - Kế toán,2022-01-05,Graduated,,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0,0,0
STU000372,Trọng Mai,2005-09-12,Female,hmai@example.org,0320843777,DEP008,Kỹ thuật xây dựng,2025-04-20,Graduated,,2,42308000,50316000,4888000,8050000,0,6,4,1,10256667.0,1.1892786,0.16666667,1,0,0
STU000373,Thành Thị Nguyễn,2000-07-18,Female,hvu@example.org,0582939864,DEP001,Công nghệ thông tin,2021-08-19,Graduated,,2,12278000,17804000,0,12277000,0,4,4,0,4451000.0,1.4500734,0.0,0,0,0
STU000374,Bà Ánh Trần,2002-04-11,Other,dtran@example.org,007610163,DEP007,Kỹ thuật điện,2021-12-14,Graduated,,4,71395000,28032000,55797000,2900000,564000,5,5,0,5606400.0,0.39263254,0.0,1,0,0
STU000375,Thành Vũ,1999-12-28,Other,zhoang@example.net,010888209,DEP011,Truyền thông,2023-01-20,Active,,1,8771000,2954000,5817000,0,161000,1,1,0,2954000.0,0.3367917,0.0,1,0,0
STU000376,Khoa Dương,2003-12-28,Male,whoang@example.org,0189656033,DEP012,Khoa học dữ liệu,2020-03-03,Graduated,,3,43736000,22782000,25225000,8744000,1413000,2,2,0,11391000.0,0.5208981,0.0,1,0,0
STU000377,Nhật Vũ,1998-12-18,Female,zmai@example.org,016771288,DEP003,Quản trị kinh doanh,2020-05-20,Active,,2,25488000,19749000,10258000,1692000,0,2,2,0,9874500.0,0.7748352,0.0,1,0,0
STU000378,Thành Đặng,2003-09-10,Other,janemai@example.net,0008064400,DEP012,Khoa học dữ liệu,2022-10-22,Active,,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0,0,0
STU000379,Hà Đặng,2002-11-18,Other,jane85@example.com,0019584704,DEP007,Kỹ thuật điện,2022-05-04,Active,,2,27810000,18274000,13229000,14581000,1451000,2,2,0,9137000.0,0.65710175,0.0,1,0,0
STU000380,Hà Đức Trần,2004-01-14,Other,bvu@example.org,064968392,DEP003,Quản trị kinh doanh,2021-10-22,Active,,1,18849000,0,18849000,0,0,0,0,0,0.0,0.0,0.0,1,0,0
STU000381,Bảo Hữu Nguyễn,2007-09-05,Other,john23@example.com,043107821,DEP008,Kỹ thuật xây dựng,2020-06-20,Active,,1,16907000,9962000,6945000,16907000,0,1,1,0,9962000.0,0.5892234,0.0,1,0,0
STU000382,Bà Hương Mai,2005-12-16,Other,jane46@example.com,0848314282,DEP001,Công nghệ thông tin,2020-08-31,Active,,2,46921000,16009000,30912000,5150000,577000,1,1,0,16009000.0,0.34119052,0.0,1,0,0
STU000383,Cô Yến Mai,2001-06-16,Other,john32@example.org,025402155,DEP003,Chưa phân ngành,2024-05-07,Dropped Out,2025-06-25,2,40955000,68929000,0,16172000,713000,5,5,0,13785800.0,1.6830424,0.0,0,1,0
STU000384,Bà Ánh Bùi,2002-01-14,Male,janevu@example.com,065988766,DEP001,Công nghệ thông tin,2023-12-31,Active,,3,45945000,71252000,10366000,4422000,1285000,5,4,0,15032800.0,1.5508107,0.0,1,0,0
STU000385,Bà Yến Nguyễn,2007-08-06,Female,john08@example.net,036662846,DEP007,Kỹ thuật điện,2021-02-09,Active,,2,42834000,13319000,29515000,2059000,1336000,1,1,0,13319000.0,0.3109446,0.0,1,0,0
